id,species_id,name,species,breed,age,gender,weight,status,found,released,admitted,image_url,url
14554,0195/13/P,Shirma,dog,Mieszaniec,15 lat,samica,19 kg,wydane adopcja,Sm z ul Aluzyjnej,2013-12-13,2013-01-19,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130507205814.jpg,https://napaluchu.waw.pl/pet/011300184/
14556,2596/13,,dog,Mieszaniec,11 lat,samica,4 kg,wydane adopcja,SM z ul Chłopickiego,2013-12-13,2013-12-12,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303601_mini.jpg,https://napaluchu.waw.pl/pet/011303601/
14563,0167/12,,dog,Mieszaniec,26 lat,samica,12 kg,wydane adopcja,,2013-12-12,2003-11-24,https://foto1.napaluchu.waw.pl/nophoto.jpg,https://napaluchu.waw.pl/pet/010300001/
14564,1418/11,Melba,dog,Mieszaniec,20 lat,samica,20 kg,wydane adopcja,z UL.Ordona,2013-12-12,2011-06-12,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131114201123.jpg,https://napaluchu.waw.pl/pet/011101198/
14569,1753/13,Lisia,dog,Mieszaniec,24 lat,samica,7 kg,wydane adopcja,SM z ul Lewandow,2013-12-12,2013-08-17,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131115195815.JPG,https://napaluchu.waw.pl/pet/011302323/
14570,0087/13,Bero,dog,Mieszaniec,17 lat,samiec,12 kg,wydane adopcja,# weryfikacja,2013-12-11,2013-01-07,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130430113657.jpg,https://napaluchu.waw.pl/pet/011300061/
14571,2324/13,,dog,Labrador,12 lat,samica,26 kg,wydane adopcja,,2013-12-11,2013-11-04,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303223_mini.jpg,https://napaluchu.waw.pl/pet/011303223/
14575,0592/12,Merlin,dog,Amstaff,21 lat,samiec,33 kg,wydane adopcja,,2013-12-11,2012-03-06,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130603193532.jpg,https://napaluchu.waw.pl/pet/011200723/
14576,1373/08/P,Alasz,dog,Mieszaniec,18 lat,samiec,22 kg,wydane adopcja,sm z ul Kąkolowej,2013-12-10,2008-05-23,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131118184539.JPG,https://napaluchu.waw.pl/pet/000801065/
14577,1579/08,Puchatek,dog,Mieszaniec,18 lat,samiec,12 kg,wydane adopcja,SM z Kasprzaka / Skierniewickiej,2013-12-10,2008-06-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131129193209.jpg,https://napaluchu.waw.pl/pet/010800730/
14578,2416/13,,dog,Jamnik,24 lat,samica,8 kg,wydane adopcja,ul.Denarowa,2013-12-10,2013-11-16,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303340_mini.jpg,https://napaluchu.waw.pl/pet/011303340/
14582,2607/12,Sindi (Figa),dog,Mieszaniec,15 lat,samica,16 kg,wydane adopcja,ul. Szwedzka,2013-12-10,2012-11-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130825153731.jpg,https://napaluchu.waw.pl/pet/011203676/
14583,0215/11,,dog,Mieszaniec,19 lat,samiec,20 kg,wydane adopcja,z UL. Rembego,2013-12-09,2011-01-22,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/001100257_mini.jpg,https://napaluchu.waw.pl/pet/001100257/
14584,2077/11/P,Bomba,dog,Amstaff,17 lat,samica,25 kg,wydane adopcja,Sm z ul Inżynierskiej,2013-12-09,2011-08-29,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130312184943.jpg,https://napaluchu.waw.pl/pet/011102186/
14585,0653/13,,dog,Mieszaniec,13 lat,samica,28 kg,wydane adopcja,z ul. Syta,2013-12-09,2013-03-21,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/011300752.jpg,https://napaluchu.waw.pl/pet/011300752/
14586,2518/13/P,,dog,Mieszaniec,11 lat,samica,2 kg,wydane adopcja,,2013-12-09,2013-11-30,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303486_mini.jpg,https://napaluchu.waw.pl/pet/011303486/
14588,2357/13/P; 2238/,,dog,Buldog francuski,20 lat,samiec,17 kg,wydane adopcja,# weryfikacja,2013-12-08,2013-11-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303269_mini.jpg,https://napaluchu.waw.pl/pet/011303269/
14589,2428/13/P,,dog,Mieszaniec,12 lat,samica,20 kg,wydane adopcja,SM z Borków,2013-12-08,2013-11-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303356_mini.jpg,https://napaluchu.waw.pl/pet/011303356/
14590,2476/13/P,,dog,Mieszaniec,14 lat,samica,4 kg,wydane adopcja,SM z Nowogrodzkiej,2013-12-08,2013-11-24,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303423_mini.jpg,https://napaluchu.waw.pl/pet/011303423/
14591,2477/13/P,,dog,Mieszaniec,14 lat,samica,4 kg,wydane adopcja,SM z Nowogrodzkiej,2013-12-08,2013-11-24,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303424_mini.jpg,https://napaluchu.waw.pl/pet/011303424/
14596,2572/13,,dog,Mieszaniec,12 lat,samiec,2 kg,wydane adopcja,# weryfikacja,2013-12-08,2013-12-08,https://foto1.napaluchu.waw.pl/nophoto.jpg,https://napaluchu.waw.pl/pet/011303570/
14597,2750/08/P,Fox,dog,Mieszaniec,24 lat,samiec,16 kg,wydane adopcja,SM z lecznicy na Schroegera,2013-12-08,2008-10-13,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130724130205.jpg,https://napaluchu.waw.pl/pet/000802594/
14598,2304/09,Gabi,dog,Mieszaniec,17 lat,samica,12 kg,wydane adopcja,ul. Stawki,2013-12-08,2009-09-08,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130827203834.jpg,https://napaluchu.waw.pl/pet/000902489/
14599,1404/08/P,Bomba,dog,Mieszaniec,18 lat,samica,25 kg,wydane adopcja,SM z Młota,2013-12-08,2008-05-28,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130423181306.jpg,https://napaluchu.waw.pl/pet/010800621/
14600,1077/13,,dog,Mieszaniec,12 lat,samica,14 kg,wydane adopcja,SM Siedlecka,2013-12-08,2013-05-14,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/296.jpg,https://napaluchu.waw.pl/pet/011301272/
14601,1147/13,Berni,dog,Mieszaniec,13 lat,samiec,45 kg,wydane adopcja,SM ul. Odrowąża,2013-12-08,2013-05-23,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131109084558.jpg,https://napaluchu.waw.pl/pet/011301373/
14602,1754/13,,dog,Mieszaniec,18 lat,samiec,10 kg,wydane adopcja,SM z ul Lubelskiej,2013-12-08,2013-08-17,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011302324_mini.jpg,https://napaluchu.waw.pl/pet/011302324/
14604,0835/13,Wilkunia,dog,Mieszaniec,15 lat,samica,22 kg,wydane adopcja,,2013-12-07,2013-04-15,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130826202439.jpg,https://napaluchu.waw.pl/pet/011300965/
14605,1765/13/P; 2597/,,dog,Mieszaniec,14 lat,samica,10 kg,wydane adopcja,# weryfikacja,2013-12-07,2013-08-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011302343_mini.jpg,https://napaluchu.waw.pl/pet/011302343/
14606,2369/13 1535/11,Alisia,dog,Mieszaniec,15 lat,samica,10 kg,wydane adopcja,# weryfikacja,2013-12-07,2013-11-11,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131115192405.jpg,https://napaluchu.waw.pl/pet/011303283/
14607,2406/13,,dog,Mieszaniec,14 lat,samiec,9 kg,wydane adopcja,z ul. Rzewińska,2013-12-07,2013-11-15,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303330_mini.jpg,https://napaluchu.waw.pl/pet/011303330/
14608,2469/13/P,,dog,Mieszaniec,13 lat,samiec,25 kg,wydane adopcja,Sm z ul Fieldorfa,2013-12-07,2013-11-23,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303412_mini.jpg,https://napaluchu.waw.pl/pet/011303412/
14609,2524/13,,dog,Mieszaniec,12 lat,samiec,2 kg,wydane adopcja,z ul. Neseberska,2013-12-07,2013-11-30,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303494_mini.jpg,https://napaluchu.waw.pl/pet/011303494/
14614,2029/12,Simba,dog,Owczarek niemiecki,19 lat,samiec,24 kg,wydane adopcja,ul. Podleśna,2013-12-07,2012-08-27,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/121126205126.jpg,https://napaluchu.waw.pl/pet/011202760/
14615,3263/09/P,Alik,dog,Mieszaniec,28 lat,samiec,10 kg,wydane adopcja,# weryfikacja,2013-12-07,2009-12-24,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131101173659.jpg,https://napaluchu.waw.pl/pet/000903659/
14616,2413/13/P,,dog,Mieszaniec,16 lat,samiec,6 kg,wydane adopcja,Sm z ul Ratuszowej,2013-12-06,2013-11-16,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303337_mini.jpg,https://napaluchu.waw.pl/pet/011303337/
14622,0682/13,,dog,Mieszaniec,13 lat,samiec,19 kg,wydane adopcja,SM z ul Syreny,2013-12-05,2013-03-24,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/011300789.jpg,https://napaluchu.waw.pl/pet/011300789/
14624,1936/11,,dog,Mieszaniec,15 lat,samica,15 kg,wydane adopcja,SM z ul Orneckiej,2013-12-05,2011-08-11,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011101966_mini.jpg,https://napaluchu.waw.pl/pet/011101966/
14625,2355/13/P,,dog,Mieszaniec,11 lat,samiec,8 kg,wydane adopcja,,2013-12-04,2013-11-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303268_mini.jpg,https://napaluchu.waw.pl/pet/011303268/
14626,2433/13,,dog,Mieszaniec,13 lat,samica,7 kg,wydane adopcja,# weryfikacja,2013-12-04,2013-11-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303361_mini.jpg,https://napaluchu.waw.pl/pet/011303361/
14631,2548/13,,dog,Mieszaniec,11 lat,samiec,2 kg,wydane adopcja,# weryfikacja,2013-12-04,2013-12-04,https://foto1.napaluchu.waw.pl/nophoto.jpg,https://napaluchu.waw.pl/pet/011303537/
14632,2163/13,,dog,Mieszaniec,12 lat,samica,12 kg,wydane adopcja,z ul. Przyłęcka,2013-12-04,2013-10-10,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011302959_mini.jpg,https://napaluchu.waw.pl/pet/011302959/
14633,0340/13/P,Faster,dog,Mieszaniec,12 lat,samiec,23 kg,wydane adopcja,,2013-12-03,2013-02-05,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131122083447.jpg,https://napaluchu.waw.pl/pet/011300350/
14634,2078/13,,dog,Mieszaniec,19 lat,samica,6 kg,wydane adopcja,SM z ul Zesłancow Poslkich,2013-12-03,2013-09-28,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011302818_mini.jpg,https://napaluchu.waw.pl/pet/011302818/
14635,2361/13/P,,dog,Pekińczyk,16 lat,samica,6 kg,wydane adopcja,Sm z ul Pruszkowskiej,2013-12-03,2013-11-10,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303275_mini.jpg,https://napaluchu.waw.pl/pet/011303275/
14637,2288/13,,dog,Mieszaniec,20 lat,samica,5 kg,wydane adopcja,z ul. Elekcyjna,2013-12-02,2013-10-30,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303167_mini.jpg,https://napaluchu.waw.pl/pet/011303167/
14643,1545/13,Rafi,dog,Mieszaniec,13 lat,samiec,27 kg,wydane adopcja,przywiazany pod schroniskiem,2013-12-02,2013-07-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131201180532.JPG,https://napaluchu.waw.pl/pet/011302004/
14644,2011/13/P,Fokus,dog,Owczarek niemiecki,14 lat,samiec,21 kg,wydane adopcja,# weryfikacja,2013-12-02,2013-09-19,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011302716_mini.jpg,https://napaluchu.waw.pl/pet/011302716/
14645,1882/11/P,,dog,Mieszaniec,20 lat,samiec,20 kg,wydane adopcja,,2013-12-02,2011-08-06,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011101886_mini.jpg,https://napaluchu.waw.pl/pet/011101886/
14646,1445/13/P,,dog,Mieszaniec,20 lat,samica,9 kg,wydane adopcja,SM z ulicy Białostockiej,2013-12-01,2013-07-02,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/011301833.jpg,https://napaluchu.waw.pl/pet/011301833/
14647,1633/13,,dog,Mieszaniec,15 lat,samica,15 kg,wydane adopcja,SM z Fabryczna,2013-12-01,2013-07-30,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011302126_mini.jpg,https://napaluchu.waw.pl/pet/011302126/
14648,2088/13,,dog,Mieszaniec,15 lat,samiec,15 kg,wydane adopcja,,2013-12-01,2013-09-29,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011302841_1_mini.jpg,https://napaluchu.waw.pl/pet/011302841/
14649,2492/13/P,,dog,Labrador,13 lat,samica,30 kg,wydane adopcja,,2013-12-01,2013-11-26,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303443_mini.jpg,https://napaluchu.waw.pl/pet/011303443/
14653,2396/13,Calineczka,dog,Mieszaniec,19 lat,samica,3 kg,wydane adopcja,# weryfikacja,2013-11-30,2013-11-13,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131129195131.JPG,https://napaluchu.waw.pl/pet/011303317/
14654,2397/13,,dog,Mieszaniec,14 lat,samica,3 kg,wydane adopcja,# weryfikacja,2013-11-30,2013-11-13,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303318_mini.jpg,https://napaluchu.waw.pl/pet/011303318/
14658,2514/13 2438/13,,dog,Mieszaniec,11 lat,samica,5 kg,wydane adopcja,# weryfikacja,2013-11-30,2013-11-29,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303480_mini.jpg,https://napaluchu.waw.pl/pet/011303480/
14661,1346/13,Kłapouchy,dog,Mieszaniec,14 lat,samiec,17 kg,wydane adopcja,# weryfikacja,2013-11-30,2013-06-20,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131121185224.JPG,https://napaluchu.waw.pl/pet/011301685/
14662,1620/13,Filut,dog,Mieszaniec,13 lat,samiec,16 kg,wydane adopcja,z AL.KEN,2013-11-30,2013-07-29,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130910171513.JPG,https://napaluchu.waw.pl/pet/011302110/
14663,1999/13,,dog,Mieszaniec,13 lat,samiec,23 kg,wydane adopcja,SM z ul Doryckiej,2013-11-30,2013-09-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011302698_mini.jpg,https://napaluchu.waw.pl/pet/011302698/
14664,2001/13/P,,dog,Mieszaniec,14 lat,samiec,14 kg,wydane adopcja,Sm z ul Joliot Curie (pies posiada właściciela),2013-11-30,2013-09-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011302705_mini.jpg,https://napaluchu.waw.pl/pet/011302705/
14666,1274/13,Tobiś,dog,Mieszaniec,15 lat,samiec,15 kg,wydane adopcja,SM z Wiertniczej,2013-11-29,2013-06-07,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131125214857.jpg,https://napaluchu.waw.pl/pet/011301558/
14668,2394/13,,dog,Mieszaniec,17 lat,samica,4 kg,wydane adopcja,# weryfikacja,2013-11-29,2013-11-13,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303315_mini.jpg,https://napaluchu.waw.pl/pet/011303315/
14672,2395/13,,dog,Mieszaniec,16 lat,samica,3 kg,wydane adopcja,# weryfikacja,2013-11-28,2013-11-13,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303316_mini.jpg,https://napaluchu.waw.pl/pet/011303316/
14676,2379/12/P,Florka,dog,Mieszaniec,18 lat,samica,27 kg,wydane adopcja,SM z Wojdyńskiej,2013-11-28,2012-10-11,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130516194705.jpg,https://napaluchu.waw.pl/pet/011203319/
14677,2383/13,,dog,Mieszaniec,15 lat,samica,4 kg,wydane adopcja,z ul. Prymasa Tysiąclecia,2013-11-27,2013-11-12,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303303_mini.jpg,https://napaluchu.waw.pl/pet/011303303/
14679,2438/13,,dog,Mieszaniec,12 lat,samica,5 kg,wydane adopcja,z ul. Elektoralna,2013-11-26,2013-11-19,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303366_mini.jpg,https://napaluchu.waw.pl/pet/011303366/
14682,1648/13/P,Mała,dog,Mieszaniec,22 lat,samica,5 kg,wydane adopcja,Sm z ul Łopuszańskiej,2013-11-26,2013-08-02,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131121190314.jpg,https://napaluchu.waw.pl/pet/011302151/
14683,2207/13,,dog,Mieszaniec,12 lat,samica,9 kg,wydane adopcja,,2013-11-26,2013-10-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303035_mini.jpg,https://napaluchu.waw.pl/pet/011303035/
14684,2262/13/P,Całusek,dog,Mieszaniec,14 lat,samiec,10 kg,wydane adopcja,Sm z ul Bartłomieja,2013-11-26,2013-10-26,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131119212830.JPG,https://napaluchu.waw.pl/pet/011303120/
14685,1565/12,Koksik,dog,Mieszaniec,24 lat,samiec,6 kg,wydane adopcja,,2013-11-26,2012-07-06,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131122105132.JPG,https://napaluchu.waw.pl/pet/011202043/
14686,2764/12,Czika,dog,Mieszaniec,19 lat,samica,30 kg,wydane adopcja,z ul. Saska,2013-11-26,2012-12-01,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131101170745.jpg,https://napaluchu.waw.pl/pet/011203903/
14687,2358/13/P,,dog,Mieszaniec,12 lat,samica,13 kg,wydane adopcja,SM z Sokołowskiej,2013-11-25,2013-11-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303270_mini.jpg,https://napaluchu.waw.pl/pet/011303270/
14688,2370/13,,dog,Mieszaniec,13 lat,samica,8 kg,wydane adopcja,ul. amelińska,2013-11-25,2013-11-11,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303284_mini.jpg,https://napaluchu.waw.pl/pet/011303284/
14691,2067/13,,dog,Golden retriever,14 lat,samiec,35 kg,wydane adopcja,SM z Chełmońskiego,2013-11-25,2013-09-26,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011302807_mini.jpg,https://napaluchu.waw.pl/pet/011302807/
14693,2129/13,,dog,Mieszaniec,17 lat,samiec,15 kg,wydane adopcja,z ul. Boheńska,2013-11-25,2013-10-05,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011302911_mini.jpg,https://napaluchu.waw.pl/pet/011302911/
14694,1632/13,Figo,dog,Bokser,15 lat,samiec,24 kg,wydane adopcja,SM z Oczary,2013-11-24,2013-07-30,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131112184057.JPG,https://napaluchu.waw.pl/pet/011302127/
14695,2058/13,,dog,Mieszaniec,11 lat,samica,7 kg,wydane adopcja,SM z ul Malczewskiego,2013-11-24,2013-09-25,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011302795_mini.jpg,https://napaluchu.waw.pl/pet/011302795/
14697,0565/08/P,Stefek,dog,Mieszaniec,19 lat,samiec,17 kg,wydane adopcja,SM z Lubelskiej,2013-11-24,2008-02-25,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/120408103441.jpg,https://napaluchu.waw.pl/pet/000800454/
14698,2348/13,,dog,Mieszaniec,15 lat,samica,27 kg,wydane adopcja,z ul. Podlużna,2013-11-24,2013-11-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303259_mini.jpg,https://napaluchu.waw.pl/pet/011303259/
14707,2451/13/P,,dog,Mieszaniec,11 lat,samiec,4 kg,wydane adopcja,Sm z ul Radiowej,2013-11-23,2013-11-20,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303388_mini.jpg,https://napaluchu.waw.pl/pet/011303388/
14708,2452/13/P,,dog,Mieszaniec,11 lat,samiec,5 kg,wydane adopcja,Sm z ul Radiowel,2013-11-23,2013-11-20,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303389_mini.jpg,https://napaluchu.waw.pl/pet/011303389/
14710,1628/13/P,Luka,dog,Owczarek niemiecki,16 lat,samica,25 kg,wydane adopcja,# weryfikacja,2013-11-23,2013-07-30,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130915104003.JPG,https://napaluchu.waw.pl/pet/011302120/
14712,2280/13,,dog,Mieszaniec,17 lat,samiec,20 kg,wydane adopcja,SM z ul Złotokwiatu,2013-11-23,2013-10-29,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303155_mini.jpg,https://napaluchu.waw.pl/pet/011303155/
14713,0949/12,,dog,Mieszaniec,16 lat,samiec,12 kg,wydane adopcja,ul Czerniakowska,2013-11-23,2012-04-14,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/011201152.jpg,https://napaluchu.waw.pl/pet/011201152/
14714,0890/07/P,Bulo,dog,Mieszaniec,24 lat,samiec,20 kg,wydane adopcja,z Sobieskiego,2013-11-23,2007-03-20,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130711191851.jpg,https://napaluchu.waw.pl/pet/000700922/
14715,1814/13/P,,dog,Mieszaniec,13 lat,samiec,11 kg,wydane adopcja,Sm z ul Ogórkowej,2013-11-22,2013-08-24,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011302419_mini.jpg,https://napaluchu.waw.pl/pet/011302419/
14717,2404/13/P,,dog,Yorkshire terier,18 lat,samiec,9 kg,wydane adopcja,# weryfikacja,2013-11-22,2013-11-15,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/441_mini.jpg,https://napaluchu.waw.pl/pet/011303328/
14718,2429/13,,dog,Mieszaniec,11 lat,samica,7 kg,wydane adopcja,# weryfikacja,2013-11-22,2013-11-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303357_mini.jpg,https://napaluchu.waw.pl/pet/011303357/
14721,1001/12/P,Boruta,dog,Mieszaniec,14 lat,samiec,25 kg,wydane adopcja,,2013-11-22,2012-04-20,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130213215637.jpg,https://napaluchu.waw.pl/pet/011201222/
14722,2026/13,Amisia,dog,Ratlerek,25 lat,samica,5 kg,wydane adopcja,SM z ul Marsa,2013-11-21,2013-09-20,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131118182607.JPG,https://napaluchu.waw.pl/pet/011302737/
14723,2209/13,,dog,Mieszaniec,14 lat,samiec,33 kg,wydane adopcja,,2013-11-21,2013-10-19,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303037_mini.jpg,https://napaluchu.waw.pl/pet/011303037/
14724,2240/13,,dog,Mieszaniec,12 lat,samiec,16 kg,wydane adopcja,SM z ul Panny Wodnej,2013-11-21,2013-10-23,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303089_mini.jpg,https://napaluchu.waw.pl/pet/011303089/
14725,0953/05/P/Bis,,dog,Mieszaniec,26 lat,samica,25 kg,wydane adopcja,,2013-11-21,2006-02-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/000600522.jpg,https://napaluchu.waw.pl/pet/000600522/
14735,1304/13,,dog,Mieszaniec,21 lat,samica,10 kg,wydane adopcja,z ul. Podłużna,2013-11-20,2013-06-11,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/011301607.jpg,https://napaluchu.waw.pl/pet/011301607/
14737,1166/11,Bambu (Pongo),dog,Mieszaniec,19 lat,samiec,15 kg,wydane adopcja,ul. Walewska,2013-11-20,2011-05-14,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/120910191603.JPG,https://napaluchu.waw.pl/pet/011100874/
14741,2608/12,Szila,dog,Mieszaniec,16 lat,samica,22 kg,wydane adopcja,# weryfikacja,2013-11-19,2012-11-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130929160717.JPG,https://napaluchu.waw.pl/pet/011203677/
14742,2084/13,,dog,Ratlerek,18 lat,samiec,3 kg,wydane adopcja,z ul. Podkowy,2013-11-19,2013-09-29,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011302835_mini.jpg,https://napaluchu.waw.pl/pet/011302835/
14743,2215/13,Lord,dog,Collie,18 lat,samiec,21 kg,wydane adopcja,SM z Zagórzańskiej,2013-11-19,2013-10-19,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131115185344.JPG,https://napaluchu.waw.pl/pet/011303047/
14750,2321/13,,dog,Mieszaniec,11 lat,samiec,10 kg,wydane adopcja,,2013-11-18,2013-11-04,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303220_mini.jpg,https://napaluchu.waw.pl/pet/011303220/
14753,0494/09,Bolek,dog,Mieszaniec,20 lat,samiec,35 kg,wydane adopcja,z UL. Poligonowej,2013-11-18,2009-02-18,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131028175408.jpg,https://napaluchu.waw.pl/pet/000900506/
14754,0081/12,Madox,dog,Mieszaniec,21 lat,samiec,44 kg,wydane adopcja,z UL. Modlińska,2013-11-18,2012-01-07,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130825182207.jpg,https://napaluchu.waw.pl/pet/011200080/
14755,1291/06/P,Mona,dog,Mieszaniec,20 lat,samica,13 kg,wydane adopcja,z ul. Parłowskiej,2013-11-17,2006-04-22,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130513183030.jpg,https://napaluchu.waw.pl/pet/000601482/
14756,0289/10,Santos,dog,Owczarek niemiecki,18 lat,samiec,25 kg,wydane adopcja,Modlińskiej,2013-11-17,2010-01-26,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/130517184403.jpg,https://napaluchu.waw.pl/pet/001000330/
14757,1131/11,Kłapouch,dog,Mieszaniec,24 lat,samiec,17 kg,wydane adopcja,SM z ul Herbsta,2013-11-17,2011-05-09,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/files/big/131107195559.jpg,https://napaluchu.waw.pl/pet/011100828/
14758,2327/13,,dog,Mieszaniec,12 lat,samica,5 kg,wydane adopcja,z Al. Bohaterów Września,2013-11-17,2013-11-05,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303227_mini.jpg,https://napaluchu.waw.pl/pet/011303227/
14759,2409/13,,dog,Mieszaniec,11 lat,samica,3 kg,wydane adopcja,ul. lubelska,2013-11-17,2013-11-15,https://foto1.napaluchu.waw.pl/reksio/scale/660/460/foto/011303333_mini.jpg,https://napaluchu.waw.pl/pet/011303333/
